/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S34. Binned and LOESS smoothed Cenozoic deep-sea benthic foraminifer stable carbon and oxygen isotope reference splice. PANGAEA, https://doi.org/10.1594/PANGAEA.917717, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Parameter(s):	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Ccount
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13C
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Cinterp
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ocount
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18O
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ointerp
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmooth
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmooth
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: error
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmoothLongTerm
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmoothLongTerm
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENLOESSsmooth_pts
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	294263 data points
*/
Tuned time [Ma]	Foram benth [#] (ISOBENbinned_d13Ccount)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13C)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13Cinterp)	Foram benth [#] (ISOBENbinned_d18Ocount)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18O)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18Ointerp)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmooth)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmooth)	Comment (error)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmoothLongTerm)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmoothLongTerm)	Comment (ISOBENLOESSsmooth_pts)
0.292	1	-0.190	-0.190	1	3.940	3.940	-0.714	4.301	10pts smooth	-0.505521300	4.462849600	500pts smooth
0.294	3	-0.947	-0.947	3	4.500	4.500	-0.724	4.416	10pts smooth	-0.504972760	4.462392300	500pts smooth
0.296	2	-0.965	-0.965	2	4.670	4.670	-0.812	4.557	10pts smooth	-0.504422430	4.461946000	500pts smooth
0.298	1	-0.520	-0.520	1	4.790	4.790	-0.849	4.683	10pts smooth	-0.503870840	4.461510200	500pts smooth
0.300	1	-1.030	-1.030	1	4.500	4.500	-0.652	4.684	10pts smooth	-0.503318490	4.461084400	500pts smooth
0.302	1	-0.420	-0.420	1	4.730	4.730	-0.395	4.635	10pts smooth	-0.502765890	4.460668600	500pts smooth
0.304	1	0.100	0.100	1	4.600	4.600	-0.103	4.572	10pts smooth	-0.502213660	4.460262800	500pts smooth
0.306	2	0.070	0.070	2	4.455	4.455	0.065	4.479	10pts smooth	-0.501662190	4.459866000	500pts smooth
0.308	0		0.110	0		4.408	0.092	4.394	10pts smooth	-0.501112160	4.459478900	500pts smooth
0.310	1	0.150	0.150	1	4.360	4.360	-0.264	4.398	10pts smooth	-0.500563980	4.459100700	500pts smooth
0.312	1	-0.920	-0.920	1	4.200	4.200	-0.647	4.403	10pts smooth	-0.500018240	4.458731700	500pts smooth
0.314	1	-1.140	-1.140	1	4.680	4.680	-0.778	4.345	10pts smooth	-0.499475510	4.458370700	500pts smooth
0.316	1	-0.870	-0.870	1	4.300	4.300	-0.804	4.267	10pts smooth	-0.498936210	4.458017800	500pts smooth
0.318	1	-0.360	-0.360	1	3.920	3.920	-0.641	4.162	10pts smooth	-0.498400960	4.457673500	500pts smooth
0.320	2	-0.240	-0.240	2	4.075	4.075	-0.432	4.045	10pts smooth	-0.497870270	4.457336900	500pts smooth
0.322	2	-0.395	-0.395	2	3.945	3.945	-0.337	3.959	10pts smooth	-0.497344610	4.457007400	500pts smooth
0.324	1	-0.700	-0.700	1	4.120	4.120	-0.252	3.876	10pts smooth	-0.496824590	4.456685500	500pts smooth
0.326	1	0.210	0.210	1	3.550	3.550	-0.071	3.750	10pts smooth	-0.496310710	4.456370800	500pts smooth
0.328	1	0.070	0.070	1	3.580	3.580	0.075	3.617	10pts smooth	-0.495803510	4.456062800	500pts smooth
0.330	1	0.200	0.200	1	3.600	3.600	0.070	3.462	10pts smooth	-0.495303480	4.455761000	500pts smooth
0.332	1	-0.160	-0.160	1	3.460	3.460	-0.065	3.375	10pts smooth	-0.494811210	4.455465800	500pts smooth
0.334	1	-0.310	-0.310	1	3.240	3.240	-0.458	3.453	10pts smooth	-0.494327160	4.455176800	500pts smooth
0.336	3	-0.767	-0.767	3	3.453	3.453	-0.877	3.630	10pts smooth	-0.493851930	4.454893600	500pts smooth
0.338	2	-1.520	-1.520	2	4.180	4.180	-1.223	3.976	10pts smooth	-0.493386000	4.454616100	500pts smooth
0.340	0		-1.375	0		4.428	-1.293	4.386	10pts smooth	-0.492929940	4.454343800	500pts smooth
0.342	0		-1.230	0		4.677	-1.243	4.752	10pts smooth	-0.492484210	4.454076300	500pts smooth
0.344	2	-1.085	-1.085	2	4.925	4.925	-1.050	4.867	10pts smooth	-0.492049430	4.453814000	500pts smooth
0.346	1	-0.520	-0.520	1	5.200	5.200	-0.858	4.898	10pts smooth	-0.491626050	4.453556100	500pts smooth
0.348	1	-1.080	-1.080	1	4.420	4.420	-0.860	4.869	10pts smooth	-0.491214660	4.453302900	500pts smooth
0.350	2	-0.710	-0.710	2	5.010	5.010	-0.913	4.812	10pts smooth	-0.490815760	4.453053500	500pts smooth
0.352	1	-1.330	-1.330	1	4.760	4.760	-0.986	4.815	10pts smooth	-0.490429910	4.452807900	500pts smooth
0.354	3	-0.803	-0.803	3	4.870	4.870	-1.066	4.835	10pts smooth	-0.490057590	4.452566100	500pts smooth
0.356	3	-1.237	-1.237	3	4.780	4.780	-1.130	4.849	10pts smooth	-0.489699330	4.452327700	500pts smooth
0.358	1	-1.100	-1.100	1	4.910	4.910	-1.180	4.861	10pts smooth	-0.489355710	4.452092600	500pts smooth
0.360	0		-1.215	0		4.895	-1.230	4.889	10pts smooth	-0.489027260	4.451860000	500pts smooth
0.362	1	-1.330	-1.330	1	4.880	4.880	-1.218	4.910	10pts smooth	-0.488714460	4.451630600	500pts smooth
0.364	0		-1.085	0		4.900	-1.013	4.896	10pts smooth	-0.488417860	4.451403100	500pts smooth
0.366	2	-0.840	-0.840	2	4.920	4.920	-0.777	4.863	10pts smooth	-0.488137990	4.451177600	500pts smooth
0.368	2	-0.340	-0.340	2	4.825	4.825	-0.588	4.811	10pts smooth	-0.487875400	4.450954400	500pts smooth
0.370	1	-0.370	-0.370	1	4.670	4.670	-0.452	4.756	10pts smooth	-0.487630580	4.450732700	500pts smooth
0.372	1	-0.730	-0.730	1	4.710	4.710	-0.494	4.721	10pts smooth	-0.487404110	4.450512900	500pts smooth
0.374	2	-0.335	-0.335	2	4.740	4.740	-0.573	4.686	10pts smooth	-0.487196480	4.450293500	500pts smooth
0.376	2	-0.880	-0.880	2	4.700	4.700	-0.590	4.642	10pts smooth	-0.487008240	4.450075600	500pts smooth
0.378	3	-0.430	-0.430	3	4.543	4.543	-0.592	4.600	10pts smooth	-0.486839890	4.449858200	500pts smooth
0.380	3	-0.500	-0.500	3	4.470	4.470	-0.559	4.573	10pts smooth	-0.486692010	4.449641200	500pts smooth
0.382	1	-0.630	-0.630	1	4.680	4.680	-0.504	4.550	10pts smooth	-0.486565080	4.449424300	500pts smooth
0.384	3	-0.533	-0.533	3	4.447	4.447	-0.435	4.531	10pts smooth	-0.486459670	4.449207300	500pts smooth
0.386	1	-0.070	-0.070	1	4.600	4.600	-0.350	4.502	10pts smooth	-0.486376290	4.448990300	500pts smooth
0.388	1	-0.480	-0.480	1	4.420	4.420	-0.195	4.435	10pts smooth	-0.486315460	4.448772400	500pts smooth
0.390	4	0.008	0.008	4	4.287	4.287	-0.060	4.361	10pts smooth	-0.486277730	4.448554000	500pts smooth
0.392	2	-0.010	-0.010	2	4.320	4.320	-0.062	4.301	10pts smooth	-0.486263600	4.448334700	500pts smooth
0.394	2	0.005	0.005	2	4.295	4.295	-0.133	4.247	10pts smooth	-0.486273650	4.448113900	500pts smooth
0.396	1	0.030	0.030	1	4.080	4.080	-0.323	4.207	10pts smooth	-0.486308370	4.447891200	500pts smooth
0.398	2	-1.185	-1.185	2	4.250	4.250	-0.463	4.139	10pts smooth	-0.486368300	4.447667100	500pts smooth
0.400	3	-0.430	-0.430	3	4.133	4.133	-0.315	3.990	10pts smooth	-0.486418930	4.447464500	500pts smooth
0.402	1	0.250	0.250	1	3.740	3.740	-0.107	3.840	10pts smooth	-0.486426500	4.447305200	500pts smooth
0.404	2	0.245	0.245	2	3.445	3.445	0.171	3.707	10pts smooth	-0.486392710	4.447187900	500pts smooth
0.406	2	0.180	0.180	2	3.895	3.895	0.202	3.605	10pts smooth	-0.486319270	4.447111600	500pts smooth
0.408	3	-0.020	-0.020	3	3.600	3.600	0.124	3.558	10pts smooth	-0.486207870	4.447074900	500pts smooth
0.410	4	0.178	0.178	4	3.402	3.402	-0.046	3.583	10pts smooth	-0.486060170	4.447076800	500pts smooth
0.412	4	-0.405	-0.405	4	3.677	3.677	-0.262	3.681	10pts smooth	-0.485877870	4.447116400	500pts smooth
0.414	3	-0.353	-0.353	3	3.807	3.807	-0.505	3.932	10pts smooth	-0.485662700	4.447191200	500pts smooth
0.416	5	-0.944	-0.944	5	4.430	4.430	-0.734	4.214	10pts smooth	-0.485416320	4.447301400	500pts smooth
0.418	5	-0.870	-0.870	5	4.518	4.518	-0.874	4.420	10pts smooth	-0.485140410	4.447444400	500pts smooth
0.420	0		-0.886	0		4.500	-0.976	4.619	10pts smooth	-0.484836700	4.447619900	500pts smooth
0.422	4	-0.903	-0.903	4	4.482	4.482	-1.041	4.831	10pts smooth	-0.484506850	4.447826400	500pts smooth
0.424	7	-1.266	-1.266	7	5.359	5.359	-1.054	4.991	10pts smooth	-0.484152560	4.448062400	500pts smooth
0.426	8	-1.196	-1.196	8	5.265	5.265	-0.975	5.040	10pts smooth	-0.483775500	4.448327100	500pts smooth
0.428	3	-0.597	-0.597	3	4.813	4.813	-0.892	5.040	10pts smooth	-0.483377400	4.448618900	500pts smooth
0.430	6	-0.758	-0.758	6	4.812	4.812	-0.898	4.976	10pts smooth	-0.482959960	4.448936500	500pts smooth
0.432	7	-1.010	-1.010	7	5.019	5.019	-0.929	4.907	10pts smooth	-0.482524810	4.449278800	500pts smooth
0.434	4	-1.058	-1.058	4	4.957	4.957	-1.008	4.945	10pts smooth	-0.482073690	4.449645000	500pts smooth
0.436	2	-1.215	-1.215	2	5.010	5.010	-1.053	4.984	10pts smooth	-0.481608300	4.450032700	500pts smooth
0.438	3	-0.833	-0.833	3	4.913	4.913	-0.931	4.952	10pts smooth	-0.481130300	4.450441800	500pts smooth
0.440	0		-0.732	0		4.904	-0.765	4.895	10pts smooth	-0.480641390	4.450870500	500pts smooth
0.442	2	-0.630	-0.630	2	4.895	4.895	-0.606	4.806	10pts smooth	-0.480143280	4.451317300	500pts smooth
0.444	1	-0.470	-0.470	1	4.650	4.650	-0.469	4.721	10pts smooth	-0.479637620	4.451781700	500pts smooth
0.446	0		-0.395	0		4.645	-0.403	4.669	10pts smooth	-0.479126160	4.452261900	500pts smooth
0.448	1	-0.320	-0.320	1	4.640	4.640	-0.384	4.648	10pts smooth	-0.478610520	4.452756400	500pts smooth
0.450	0		-0.439	0		4.710	-0.447	4.719	10pts smooth	-0.478092460	4.453264700	500pts smooth
0.452	0		-0.558	0		4.780	-0.532	4.802	10pts smooth	-0.477573630	4.453784900	500pts smooth
0.454	3	-0.677	-0.677	3	4.850	4.850	-0.584	4.838	10pts smooth	-0.477055760	4.454316600	500pts smooth
0.456	1	-0.580	-0.580	1	4.960	4.960	-0.627	4.834	10pts smooth	-0.476540480	4.454857300	500pts smooth
0.458	0		-0.617	0		4.753	-0.650	4.722	10pts smooth	-0.476029550	4.455406700	500pts smooth
0.460	0		-0.653	0		4.547	-0.664	4.611	10pts smooth	-0.475524600	4.455963100	500pts smooth
0.462	1	-0.690	-0.690	1	4.340	4.340	-0.706	4.604	10pts smooth	-0.475027380	4.456525300	500pts smooth
0.464	1	-0.750	-0.750	1	4.800	4.800	-0.718	4.616	10pts smooth	-0.474539550	4.457092300	500pts smooth
0.466	2	-0.650	-0.650	2	4.745	4.745	-0.631	4.641	10pts smooth	-0.474062800	4.457662600	500pts smooth
0.468	0		-0.520	0		4.612	-0.485	4.648	10pts smooth	-0.473598810	4.458235300	500pts smooth
0.470	1	-0.390	-0.390	1	4.480	4.480	-0.236	4.553	10pts smooth	-0.473149300	4.458808400	500pts smooth
0.472	1	0.220	0.220	1	4.510	4.510	-0.026	4.466	10pts smooth	-0.472715940	4.459381600	500pts smooth
0.474	2	0.155	0.155	2	4.360	4.360	0.144	4.379	10pts smooth	-0.472300440	4.459952800	500pts smooth
0.476	0		0.146	0		4.305	0.177	4.307	10pts smooth	-0.471904490	4.460521700	500pts smooth
0.478	0		0.137	0		4.249	0.159	4.241	10pts smooth	-0.471529780	4.461085800	500pts smooth
0.480	0		0.128	0		4.194	0.134	4.202	10pts smooth	-0.471177970	4.461645100	500pts smooth
0.482	0		0.119	0		4.139	0.110	4.165	10pts smooth	-0.470850800	4.462197300	500pts smooth
0.484	3	0.110	0.110	3	4.083	4.083	0.137	4.096	10pts smooth	-0.470549910	4.462741900	500pts smooth
0.486	1	0.050	0.050	1	4.200	4.200	0.148	4.028	10pts smooth	-0.470277040	4.463276900	500pts smooth
0.488	2	0.305	0.305	2	3.815	3.815	0.086	3.951	10pts smooth	-0.470033880	4.463801900	500pts smooth
0.490	0		0.024	0		3.890	0.017	3.899	10pts smooth	-0.469822080	4.464315400	500pts smooth
0.492	4	-0.257	-0.257	4	3.965	3.965	-0.043	3.941	10pts smooth	-0.469643350	4.464815600	500pts smooth
0.494	2	-0.115	-0.115	2	3.985	3.985	-0.100	4.033	10pts smooth	-0.469499410	4.465302000	500pts smooth
0.496	1	0.230	0.230	1	4.010	4.010	-0.109	4.172	10pts smooth	-0.469391910	4.465772600	500pts smooth
0.498	1	-0.430	-0.430	1	4.610	4.610	-0.098	4.298	10pts smooth	-0.469322560	4.466227100	500pts smooth
0.500	5	-0.006	-0.006	5	4.334	4.334	-0.114	4.347	10pts smooth	-0.469293090	4.466663400	500pts smooth
0.502	3	-0.120	-0.120	3	4.250	4.250	-0.119	4.368	10pts smooth	-0.469305100	4.467080100	500pts smooth
0.504	3	-0.023	-0.023	3	4.270	4.270	-0.073	4.354	10pts smooth	-0.469360350	4.467476800	500pts smooth
0.506	3	-0.073	-0.073	3	4.490	4.490	-0.008	4.330	10pts smooth	-0.469460550	4.467852100	500pts smooth
0.508	3	0.047	0.047	3	4.293	4.293	0.081	4.331	10pts smooth	-0.469607320	4.468204000	500pts smooth
0.510	4	0.192	0.192	4	4.285	4.285	0.161	4.325	10pts smooth	-0.469802410	4.468532100	500pts smooth
0.512	4	0.205	0.205	4	4.310	4.310	0.187	4.297	10pts smooth	-0.470047470	4.468834400	500pts smooth
0.514	2	0.335	0.335	2	4.280	4.280	0.189	4.269	10pts smooth	-0.470344250	4.469110000	500pts smooth
0.516	1	-0.110	-0.110	1	4.270	4.270	0.173	4.248	10pts smooth	-0.470694360	4.469358000	500pts smooth
0.518	5	0.240	0.240	5	4.192	4.192	0.123	4.237	10pts smooth	-0.471099560	4.469576800	500pts smooth
0.520	4	0.113	0.113	4	4.280	4.280	0.037	4.243	10pts smooth	-0.471561520	4.469764700	500pts smooth
0.522	3	-0.037	-0.037	3	4.220	4.220	-0.078	4.269	10pts smooth	-0.472081930	4.469921600	500pts smooth
0.524	3	-0.467	-0.467	3	4.393	4.393	-0.278	4.319	10pts smooth	-0.472662480	4.470045100	500pts smooth
0.526	6	-0.252	-0.252	6	4.328	4.328	-0.478	4.394	10pts smooth	-0.473304840	4.470134300	500pts smooth
0.528	5	-0.778	-0.778	5	4.512	4.512	-0.604	4.515	10pts smooth	-0.474010740	4.470188600	500pts smooth
0.530	7	-0.664	-0.664	7	4.629	4.629	-0.681	4.647	10pts smooth	-0.474781870	4.470205800	500pts smooth
0.532	4	-0.630	-0.630	4	4.783	4.783	-0.654	4.773	10pts smooth	-0.475653590	4.470218200	500pts smooth
0.534	6	-0.722	-0.722	6	4.952	4.952	-0.595	4.874	10pts smooth	-0.476657540	4.470258700	500pts smooth
0.536	5	-0.456	-0.456	5	4.868	4.868	-0.533	4.909	10pts smooth	-0.477789850	4.470325900	500pts smooth
0.538	5	-0.434	-0.434	5	4.892	4.892	-0.558	4.897	10pts smooth	-0.479046610	4.470418500	500pts smooth
0.540	6	-0.567	-0.567	6	4.850	4.850	-0.591	4.853	10pts smooth	-0.480423900	4.470535800	500pts smooth
0.542	4	-0.873	-0.873	4	4.817	4.817	-0.610	4.791	10pts smooth	-0.481917830	4.470676400	500pts smooth
0.544	3	-0.487	-0.487	3	4.703	4.703	-0.612	4.716	10pts smooth	-0.483524530	4.470839500	500pts smooth
0.546	2	-0.540	-0.540	2	4.670	4.670	-0.531	4.647	10pts smooth	-0.485240040	4.471024000	500pts smooth
0.548	1	-0.380	-0.380	1	4.500	4.500	-0.449	4.576	10pts smooth	-0.487060490	4.471228600	500pts smooth
0.550	3	-0.517	-0.517	3	4.493	4.493	-0.444	4.511	10pts smooth	-0.488981960	4.471452200	500pts smooth
0.552	2	-0.280	-0.280	2	4.600	4.600	-0.453	4.448	10pts smooth	-0.491000590	4.471694500	500pts smooth
0.554	1	-0.840	-0.840	1	4.220	4.220	-0.465	4.366	10pts smooth	-0.493112440	4.471953400	500pts smooth
0.556	1	0.000	0.000	1	4.310	4.310	-0.464	4.282	10pts smooth	-0.495313610	4.472228100	500pts smooth
0.558	1	-0.800	-0.800	1	4.470	4.470	-0.403	4.217	10pts smooth	-0.497600230	4.472518000	500pts smooth
0.560	1	-0.170	-0.170	1	3.720	3.720	-0.328	4.182	10pts smooth	-0.499968350	4.472821200	500pts smooth
0.562	2	-0.255	-0.255	2	4.475	4.475	-0.261	4.237	10pts smooth	-0.502414110	4.473137900	500pts smooth
0.564	2	-0.210	-0.210	2	4.145	4.145	-0.191	4.281	10pts smooth	-0.504933600	4.473465900	500pts smooth
0.566	1	-0.090	-0.090	1	4.490	4.490	-0.135	4.223	10pts smooth	-0.507522880	4.473804500	500pts smooth
0.568	3	-0.233	-0.233	3	4.163	4.163	-0.093	4.128	10pts smooth	-0.510178090	4.474152600	500pts smooth
0.570	1	0.210	0.210	1	3.720	3.720	-0.035	3.960	10pts smooth	-0.512895350	4.474509200	500pts smooth
0.572	4	-0.228	-0.228	4	3.892	3.892	-0.009	3.844	10pts smooth	-0.515670720	4.474873500	500pts smooth
0.574	2	0.050	0.050	2	3.810	3.810	-0.015	3.754	10pts smooth	-0.518500270	4.475243600	500pts smooth
0.576	2	0.140	0.140	2	3.745	3.745	-0.057	3.689	10pts smooth	-0.521380130	4.475619300	500pts smooth
0.578	3	-0.460	-0.460	3	3.717	3.717	-0.138	3.688	10pts smooth	-0.524306420	4.475999400	500pts smooth
0.580	2	-0.135	-0.135	2	3.560	3.560	-0.323	3.837	10pts smooth	-0.527275200	4.476382300	500pts smooth
0.582	5	-0.366	-0.366	5	4.056	4.056	-0.524	4.040	10pts smooth	-0.530282620	4.476767100	500pts smooth
0.584	1	-0.850	-0.850	1	4.490	4.490	-0.699	4.283	10pts smooth	-0.533324720	4.477152800	500pts smooth
0.586	4	-0.873	-0.873	4	4.518	4.518	-0.803	4.514	10pts smooth	-0.536397640	4.477539100	500pts smooth
0.588	4	-0.822	-0.822	4	4.565	4.565	-0.694	4.637	10pts smooth	-0.539497440	4.477923400	500pts smooth
0.590	3	-0.477	-0.477	3	4.583	4.583	-0.518	4.688	10pts smooth	-0.542620240	4.478305800	500pts smooth
0.592	1	-0.130	-0.130	1	4.920	4.920	-0.344	4.646	10pts smooth	-0.545762180	4.478685400	500pts smooth
0.594	5	-0.330	-0.330	5	4.500	4.500	-0.195	4.565	10pts smooth	-0.548919260	4.479060200	500pts smooth
0.596	5	-0.059	-0.059	5	4.360	4.360	-0.167	4.451	10pts smooth	-0.552087660	4.479429200	500pts smooth
0.598	4	-0.352	-0.352	4	4.283	4.283	-0.190	4.338	10pts smooth	-0.555263460	4.479792100	500pts smooth
0.600	3	0.021	0.021	3	4.369	4.369	-0.243	4.315	10pts smooth	-0.558442770	4.480147400	500pts smooth
0.602	7	-0.497	-0.497	7	4.336	4.336	-0.302	4.312	10pts smooth	-0.561621670	4.480494000	500pts smooth
0.604	4	-0.380	-0.380	4	4.220	4.220	-0.355	4.288	10pts smooth	-0.564796210	4.480830700	500pts smooth
0.606	4	-0.262	-0.262	4	4.312	4.312	-0.357	4.236	10pts smooth	-0.567962590	4.481156800	500pts smooth
0.608	3	-0.440	-0.440	3	4.160	4.160	-0.337	4.176	10pts smooth	-0.571116810	4.481471100	500pts smooth
0.610	4	-0.246	-0.246	4	4.035	4.035	-0.304	4.110	10pts smooth	-0.574255050	4.481771900	500pts smooth
0.612	4	-0.280	-0.280	4	4.135	4.135	-0.273	4.038	10pts smooth	-0.577373330	4.482059000	500pts smooth
0.614	5	-0.182	-0.182	5	3.986	3.986	-0.234	3.933	10pts smooth	-0.580467820	4.482331300	500pts smooth
0.616	5	-0.329	-0.329	5	3.829	3.829	-0.213	3.863	10pts smooth	-0.583534540	4.482587300	500pts smooth
0.618	3	-0.213	-0.213	3	3.823	3.823	-0.247	3.902	10pts smooth	-0.586569730	4.482826200	500pts smooth
0.620	5	-0.179	-0.179	5	3.942	3.942	-0.313	4.011	10pts smooth	-0.589569330	4.483046500	500pts smooth
0.622	3	-0.473	-0.473	3	4.204	4.204	-0.410	4.216	10pts smooth	-0.592529480	4.483247800	500pts smooth
0.624	2	-0.700	-0.700	2	4.795	4.795	-0.553	4.477	10pts smooth	-0.595446350	4.483428000	500pts smooth
0.626	5	-0.520	-0.520	5	4.317	4.317	-0.796	4.781	10pts smooth	-0.598315950	4.483587300	500pts smooth
0.628	3	-0.987	-0.987	3	5.260	5.260	-1.018	5.065	10pts smooth	-0.601134480	4.483723600	500pts smooth
0.630	3	-1.486	-1.486	3	5.398	5.398	-1.126	5.277	10pts smooth	-0.603897930	4.483836700	500pts smooth
0.632	4	-1.096	-1.096	4	5.388	5.388	-1.171	5.425	10pts smooth	-0.606602430	4.483924900	500pts smooth
0.634	5	-1.002	-1.002	5	5.418	5.418	-1.058	5.415	10pts smooth	-0.609244110	4.483987300	500pts smooth
0.636	4	-0.875	-0.875	4	5.313	5.313	-0.924	5.346	10pts smooth	-0.611819090	4.484023100	500pts smooth
0.638	6	-0.921	-0.921	6	5.307	5.307	-0.930	5.293	10pts smooth	-0.614323380	4.484030700	500pts smooth
0.640	6	-0.909	-0.909	6	5.220	5.220	-0.975	5.236	10pts smooth	-0.616753100	4.484009300	500pts smooth
0.642	4	-1.133	-1.133	4	5.171	5.171	-1.053	5.188	10pts smooth	-0.619104440	4.483957800	500pts smooth
0.644	6	-1.099	-1.099	6	5.175	5.175	-1.113	5.142	10pts smooth	-0.621373410	4.483875300	500pts smooth
0.646	5	-1.163	-1.163	5	5.104	5.104	-1.065	5.098	10pts smooth	-0.623556140	4.483760400	500pts smooth
0.648	6	-1.011	-1.011	6	5.028	5.028	-0.994	5.059	10pts smooth	-0.625648740	4.483612100	500pts smooth
0.650	2	-0.785	-0.785	2	5.005	5.005	-0.928	5.027	10pts smooth	-0.627647220	4.483429900	500pts smooth
0.652	4	-0.962	-0.962	4	5.056	5.056	-0.890	5.000	10pts smooth	-0.629547770	4.483212000	500pts smooth
0.654	3	-0.837	-0.837	3	4.937	4.937	-0.979	4.973	10pts smooth	-0.631346520	4.482957400	500pts smooth
0.656	4	-1.192	-1.192	4	4.972	4.972	-1.081	4.948	10pts smooth	-0.633039470	4.482665500	500pts smooth
0.658	4	-1.045	-1.045	4	4.915	4.915	-1.091	4.921	10pts smooth	-0.634622750	4.482335100	500pts smooth
0.660	4	-1.377	-1.377	4	4.882	4.882	-1.086	4.897	10pts smooth	-0.636092540	4.481965100	500pts smooth
0.662	5	-0.770	-0.770	5	4.889	4.889	-1.084	4.882	10pts smooth	-0.637444790	4.481554000	500pts smooth
0.664	3	-1.013	-1.013	3	4.900	4.900	-1.080	4.876	10pts smooth	-0.638675690	4.481101000	500pts smooth
0.666	4	-1.282	-1.282	4	4.772	4.772	-1.117	4.883	10pts smooth	-0.639902350	4.480618000	500pts smooth
0.668	1	-1.240	-1.240	1	5.010	5.010	-1.162	4.886	10pts smooth	-0.641241730	4.480117800	500pts smooth
